responseid,plastic_bag_disposal,trash,recycle,dropoff,other
R_2q2xkp8MGGJWxOB,Take to Drop-off Recycling Center,False,False,True,False
R_2t9eluYQzyPkLZN,Other (such as can and bottle return or compost),False,False,False,True
R_3lWXInooCt5AxMk,Trash Cart,True,False,False,False
R_2D5DnYAGYLuaRHn,NA,False,False,False,False
R_et80dan6Ef8kFEt,"Trash Cart,Take to Drop-off Recycling Center",True,False,True,False
R_2VmePXR4Q5QsWOF,Other (such as can and bottle return or compost),False,False,False,True
R_3NINTRRxUUm0iMk,Other (such as can and bottle return or compost),False,False,False,True
R_Rt86S0YxH1NkS8p,Trash Cart,True,False,False,False
R_yIn9qXmbRP9mmfT,Trash Cart,True,False,False,False
R_6sCdOxXdi41nIVr,Trash Cart,True,False,False,False
R_3drRvB9qjbxxHXj,Trash Cart,True,False,False,False
R_3stZoCEhtHdYEv7,Trash Cart,True,False,False,False
R_CjdYvp0hSrfyrHr,Trash Cart,True,False,False,False
R_Df4j2oKjbx2X8sx,Other (such as can and bottle return or compost),False,False,False,True
R_3PplAruzLhnrpq9,Take to Drop-off Recycling Center,False,False,True,False
R_2QS90n0J3CkpXwU,Trash Cart,True,False,False,False
R_A7e9aYuaP55WUsF,Trash Cart,True,False,False,False
R_Q660StJyZoh1L5T,Trash Cart,True,False,False,False
R_3yBqQpmbVGshha9,Other (such as can and bottle return or compost),False,False,False,True
R_C84dQq259jLpO8N,Take to Drop-off Recycling Center,False,False,True,False
R_3Eu0VjnnWUqrmfq,"Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)",False,False,True,True
R_cZ7x3su4cZtoGqd,Other (such as can and bottle return or compost),False,False,False,True
R_3Ea8yi3UX1CHZgm,Take to Drop-off Recycling Center,False,False,True,False
R_DOAXv6EFqEA8lcR,Take to Drop-off Recycling Center,False,False,True,False
R_BuhiyXPqmlzoLe1,Take to Drop-off Recycling Center,False,False,True,False
R_2DT5y1bdb749YTF,"Trash Cart,Take to Drop-off Recycling Center",True,False,True,False
R_3DpyyQ5oN0DGLPR,Trash Cart,True,False,False,False
R_1oHJcf4ecInDPxg,Trash Cart,True,False,False,False
R_1NhubF3cXhwvowZ,Trash Cart,True,False,False,False
R_Ado3IVhorJjHdCh,Trash Cart,True,False,False,False
R_1LRsd74Lmf0vUAk,Other (such as can and bottle return or compost),False,False,False,True
R_3PpYOisHeizVCF5,Trash Cart,True,False,False,False
R_2OHeOTGM58dFZNO,Trash Cart,True,False,False,False
R_1HiPZ5ABrguLMnZ,Trash Cart,True,False,False,False
R_1gC7uJJ7xmIAKZp,Recycling Cart,False,True,False,False
R_0vP8B5eAqk9Wfmx,Recycling Cart,False,True,False,False
R_3RybQo6fuO5hFJJ,Trash Cart,True,False,False,False
R_2TtVDbRXPz15H2u,"Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)",False,False,True,True
R_1PTAnQAImfOHR2A,Take to Drop-off Recycling Center,False,False,True,False
R_2EzBMB21o1fJqKK,Trash Cart,True,False,False,False
R_7Wja7XaJnubJ1jb,Take to Drop-off Recycling Center,False,False,True,False
R_2CcUh3pSwZfWQhs,Trash Cart,True,False,False,False
R_389WQR8wb26jBzr,"Trash Cart,Take to Drop-off Recycling Center",True,False,True,False
R_2tcnk5lVJHCsiCB,Other (such as can and bottle return or compost),False,False,False,True
R_3EiGE3R4dsrKKWg,Trash Cart,True,False,False,False
R_3g6CifOucuXDDgI,Recycling Cart,False,True,False,False
R_RRDSzLTJjizG3zb,Recycling Cart,False,True,False,False
R_1ezBoKw5WPrGlcJ,"Trash Cart,Other (such as can and bottle return or compost)",True,False,False,True
R_1QGuzmYZhpAqOaJ,Take to Drop-off Recycling Center,False,False,True,False
R_3CUi5Jdp5sielRl,"Trash Cart,Take to Drop-off Recycling Center",True,False,True,False
R_1j8GsAN0Sm6zUxn,Trash Cart,True,False,False,False
R_qw6yTLyhXNubePT,NA,False,False,False,False
R_2CTwz6Cl7QuU2kA,Trash Cart,True,False,False,False
R_1dKZiiotqUH0E3k,Take to Drop-off Recycling Center,False,False,True,False
R_210QE9rrdqn40e3,Trash Cart,True,False,False,False
R_zShtOsakLIltNx7,"Trash Cart,Recycling Cart",True,True,False,False
R_2sSArqRYPEGqYLI,"Trash Cart,Other (such as can and bottle return or compost)",True,False,False,True
R_6XyVEfOMu0vaSuR,NA,False,False,False,False
R_3emAWvo36f0jY75,"Trash Cart,Other (such as can and bottle return or compost)",True,False,False,True
R_qxbdsuk1BjrNhzH,Other (such as can and bottle return or compost),False,False,False,True
R_3pyuuVlPMUEqTmh,Trash Cart,True,False,False,False
R_124RzCXmJM8Hh6E,Trash Cart,True,False,False,False
R_wMnZDJluSVlymad,Trash Cart,True,False,False,False
R_2zdx09Xfv1XB9JG,Trash Cart,True,False,False,False
R_2fJKvE9XiVUPXC5,Trash Cart,True,False,False,False
R_3MhcDFDdwvIgCht,Trash Cart,True,False,False,False
R_2Bmk5yZSdQjifuB,"Trash Cart,Other (such as can and bottle return or compost)",True,False,False,True
R_24emLcapgeSCov2,Take to Drop-off Recycling Center,False,False,True,False
R_2V8zGRBxp4udmtg,Take to Drop-off Recycling Center,False,False,True,False
R_3F3z0MqkIwO0nwR,Trash Cart,True,False,False,False
R_2S7grkq9ZpbDHpi,Take to Drop-off Recycling Center,False,False,True,False
R_3R4oIUHMpsMA7cM,Take to Drop-off Recycling Center,False,False,True,False
R_838V4xD0j17LPW1,Recycling Cart,False,True,False,False
R_1K2dzXwE3Z8vAyC,Trash Cart,True,False,False,False
R_2zd6lj5dzFvyZRH,Trash Cart,True,False,False,False
R_28ZKNY0yTfBHF4d,Recycling Cart,False,True,False,False
R_ai0nXEtWuS9gdTr,Trash Cart,True,False,False,False
R_1Ed0sA8iht7WVKF,Other (such as can and bottle return or compost),False,False,False,True
R_2cmYFmnKjkUfNL3,Take to Drop-off Recycling Center,False,False,True,False
R_3EtGBFCePWNTPIR,Trash Cart,True,False,False,False
R_3MxiXkh9h4MtXJu,Trash Cart,True,False,False,False
R_1rdAzDCaoqhcZms,Trash Cart,True,False,False,False
R_806OSf5x4LP0Mg1,Other (such as can and bottle return or compost),False,False,False,True
R_cBcGjy1hlmPgJNL,Trash Cart,True,False,False,False
R_1Kr3jHJCP0Lsh9T,"Trash Cart,Recycling Cart",True,True,False,False
R_C8EkImjY7hNwEpj,Other (such as can and bottle return or compost),False,False,False,True
R_21j2a2qnwcsEDd6,Trash Cart,True,False,False,False
R_b3joVTISNL7sPbb,Trash Cart,True,False,False,False
R_sq8sDAnUJeJb5Xr,Trash Cart,True,False,False,False
R_0OsaCJIIUfUmmFX,Other (such as can and bottle return or compost),False,False,False,True
R_1hGOD5l0iXsekY0,Other (such as can and bottle return or compost),False,False,False,True
R_ef9S9K1FpNIKbOV,Trash Cart,True,False,False,False
R_3RmwF1aAhkNJBxs,"Trash Cart,Take to Drop-off Recycling Center",True,False,True,False
R_1QlRmun1GC5Y33A,Other (such as can and bottle return or compost),False,False,False,True
R_2X54ciMYUheU6vO,Trash Cart,True,False,False,False
R_2q4pDz3mT7iYZbu,Other (such as can and bottle return or compost),False,False,False,True
R_6DKWjNhFycV20qB,Trash Cart,True,False,False,False
R_3iIKotxLfrAGmyt,NA,False,False,False,False
R_6GzkLRJgPrtpd7z,Trash Cart,True,False,False,False
R_yNFET7HqVThco49,Trash Cart,True,False,False,False
R_sbvbx5snp9giUHn,Trash Cart,True,False,False,False
R_1LU5HafDaXl52XS,Recycling Cart,False,True,False,False
R_Rlu6s6l1IOB8WtP,NA,False,False,False,False
R_1BRXCyw8EEJqyPQ,NA,False,False,False,False
R_31BMmjdomNBxcOX,Other (such as can and bottle return or compost),False,False,False,True
R_1E4erKJglRMe8NG,NA,False,False,False,False
R_3FWDPipzgermE3K,NA,False,False,False,False
R_wLhCBA3Qt23h5Ml,NA,False,False,False,False
R_DqvY6ovfAZAm43T,NA,False,False,False,False
R_wTzi2I0tjth8onf,NA,False,False,False,False
R_3fJehrH7esTeniw,Other (such as can and bottle return or compost),False,False,False,True
R_RzgnpPZ3McSb8SR,NA,False,False,False,False
R_1I4ckt4C85us6cG,Other (such as can and bottle return or compost),False,False,False,True
R_8f6mIbZzplHBx17,Other (such as can and bottle return or compost),False,False,False,True
R_AoEpZ97rb7sA1yN,Trash Cart,True,False,False,False
R_W0Y8VZK3fKh4Mdr,NA,False,False,False,False
R_Z8A2CnTQ9tZpKcF,NA,False,False,False,False
R_USWTMdoHPtDMfUl,NA,False,False,False,False
R_3n7QurvmC56XeNs,"Trash Cart,Other (such as can and bottle return or compost)",True,False,False,True
R_3PYKj1PXnETWzFU,Other (such as can and bottle return or compost),False,False,False,True
R_3CCz2gtvDTS4M2x,NA,False,False,False,False
R_3EbQTBFMmqNGvgd,Other (such as can and bottle return or compost),False,False,False,True
R_11Z5dt9kDZclxjj,Take to Drop-off Recycling Center,False,False,True,False
R_1eFCtGsuSozkzge,NA,False,False,False,False
R_2uwkkwsXfACsDyD,Take to Drop-off Recycling Center,False,False,True,False
R_2AKy89OKqYXoKG0,NA,False,False,False,False
R_qLbIagSmlwnXrd7,Trash Cart,True,False,False,False
R_1pJMbs4md2zLRSI,Trash Cart,True,False,False,False
R_1ePD7SXAPku8XPG,NA,False,False,False,False
R_2rvkUsj0T0hgDEv,"Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)",False,False,True,True
R_73ZMkwKfisJrK13,Trash Cart,True,False,False,False
R_1LMcy8Gqeh1K8nG,Take to Drop-off Recycling Center,False,False,True,False
R_cMj9qjWjSBgNphn,Trash Cart,True,False,False,False
R_qw0juk4RzZptHDb,Take to Drop-off Recycling Center,False,False,True,False
R_1EXnqOfDqYaeIa8,Other (such as can and bottle return or compost),False,False,False,True
R_20Y8xuoOR0H50Be,Take to Drop-off Recycling Center,False,False,True,False
R_2c0H8WWwUTc7DK9,Trash Cart,True,False,False,False
R_10u6jtz7PG8acWS,NA,False,False,False,False
R_1DIkaYsjt0B06r9,NA,False,False,False,False
R_wM0fJq8E8T9FTpv,"Recycling Cart,Other (such as can and bottle return or compost)",False,True,False,True
R_29ncRIk8PR9hcag,Take to Drop-off Recycling Center,False,False,True,False
R_27m6go1Kpx3KiJo,Take to Drop-off Recycling Center,False,False,True,False
R_2Uhp9eIUMdmotk4,NA,False,False,False,False
R_1HjA515m8pkbwAC,NA,False,False,False,False
R_3nf8HJLLUFiwx6q,NA,False,False,False,False
R_umNZG9Z2pSF2WPL,Trash Cart,True,False,False,False
R_3QM0u6RqLM3tOHC,NA,False,False,False,False
R_1ocDiDnkhmV0Pye,Other (such as can and bottle return or compost),False,False,False,True
R_bNKysuPOz2djVV7,NA,False,False,False,False
R_bO3EPHNadLgDZ5v,Trash Cart,True,False,False,False
R_2aRYZNtppuXTodk,Take to Drop-off Recycling Center,False,False,True,False
R_9HTWV6pGy4SCIzn,Trash Cart,True,False,False,False
R_2rD5J3AoO0FBtNL,NA,False,False,False,False
R_1Fybcd6JK1iqxla,Trash Cart,True,False,False,False
R_2wiuNjpc8iLjcXW,Other (such as can and bottle return or compost),False,False,False,True
R_3nMgAs26FmrlIHx,NA,False,False,False,False
R_0Bt8UJOZG1Pcz4Z,NA,False,False,False,False
R_2OJaJNbhHmfg5lB,NA,False,False,False,False
R_3GAMcFPPrEJYm1m,NA,False,False,False,False
R_1FPsV0eNewP0h8t,Trash Cart,True,False,False,False
R_2SubvuQ2xBjMgjC,NA,False,False,False,False
R_2BmtwT75sYbkaen,"Trash Cart,Other (such as can and bottle return or compost)",True,False,False,True
R_2w6a38YsVxyze2x,NA,False,False,False,False
R_tJVj4r8uQ0PXTC9,Recycling Cart,False,True,False,False
R_786xKhNmVap59Rf,NA,False,False,False,False
R_3HqqW5TIT8IJaIl,Trash Cart,True,False,False,False
R_12xlUVoPBcNNul2,Trash Cart,True,False,False,False
R_2v6W1rdgnbh5XgH,NA,False,False,False,False
R_1jGQnwtcxtifBTX,NA,False,False,False,False
